"Time","X","Y","Treatment","Subject"
0,104.400632273315,117.87827442585,"Control","Control_1"
0.302013422818792,109.131506674843,121.040829296544,"Control","Control_1"
0.604026845637584,103.330625250419,121.112179264666,"Control","Control_1"
0.906040268456376,107.177783815519,118.864521711394,"Control","Control_1"
1.20805369127517,112.89696360885,117.985229589927,"Control","Control_1"
1.51006711409396,116.598659163191,113.283605503818,"Control","Control_1"
1.81208053691275,118.593915157903,118.479224569571,"Control","Control_1"
2.11409395973154,122.545233594862,114.804370670814,"Control","Control_1"
2.41610738255034,118.967512027208,111.169849133109,"Control","Control_1"
2.71812080536913,123.278179636616,113.580714443381,"Control","Control_1"
3.02013422818792,123.087827311942,117.324830377933,"Control","Control_1"
3.32214765100671,122.144949387043,117.868922702709,"Control","Control_1"
3.6241610738255,116.649721757257,119.437364300775,"Control","Control_1"
3.9261744966443,111.777030489814,122.589526600987,"Control","Control_1"
4.22818791946309,113.392178045007,121.994901537134,"Control","Control_1"
4.53020134228188,110.39912161758,115.940512579792,"Control","Control_1"
4.83221476510067,112.333073598779,110.002195929151,"Control","Control_1"
5.13422818791946,107.725780498152,111.650655689821,"Control","Control_1"
5.43624161073826,112.73282120844,109.690222074384,"Control","Control_1"
5.73825503355705,118.423150726028,107.347075181933,"Control","Control_1"
6.04026845637584,120.804750119519,102.334736627622,"Control","Control_1"
6.34228187919463,116.616198045443,100.243364974674,"Control","Control_1"
6.64429530201342,120.619437088816,102.520667243536,"Control","Control_1"
6.94630872483221,115.914365172723,102.106840124462,"Control","Control_1"
7.24832214765101,117.162638896251,106.78069177439,"Control","Control_1"
7.5503355704698,113.948897305999,110.280043948477,"Control","Control_1"
7.85234899328859,118.130614321038,107.509646821884,"Control","Control_1"
8.15436241610738,115.949749297997,103.492588654002,"Control","Control_1"
8.45637583892617,120.097906720452,106.158379222574,"Control","Control_1"
8.75838926174497,123.877427183485,109.380659822561,"Control","Control_1"
9.06040268456376,125.549773010018,104.386257043742,"Control","Control_1"
9.36241610738255,120.418078463497,105.055884347182,"Control","Control_1"
9.66442953020134,115.147608311726,103.323958477824,"Control","Control_1"
9.96644295302013,117.5103164062,107.648588669265,"Control","Control_1"
10.2684563758389,112.576434527647,107.6243482188,"Control","Control_1"
10.5704697986577,107.336018834139,106.683868800997,"Control","Control_1"
10.8724832214765,113.205679014251,108.828740382557,"Control","Control_1"
11.1744966442953,117.936955680658,107.786582213056,"Control","Control_1"
11.4765100671141,114.80862232809,103.290944473438,"Control","Control_1"
11.7785234899329,113.119234728047,99.0501930000838,"Control","Control_1"
12.0805369127517,108.956158180171,100.478049672313,"Control","Control_1"
12.3825503355705,111.313286439862,95.9805225547306,"Control","Control_1"
12.6845637583893,110.431693281614,100.89474864265,"Control","Control_1"
12.9865771812081,107.906344148971,105.042550778297,"Control","Control_1"
13.2885906040268,107.28778343916,100.316299671329,"Control","Control_1"
13.5906040268456,105.796800196021,104.806385706549,"Control","Control_1"
13.8926174496644,100.225096735616,103.711828794652,"Control","Control_1"
14.1946308724832,99.0989514134138,108.47726829314,"Control","Control_1"
14.496644295302,98.0031645002212,113.010684647773,"Control","Control_1"
14.7986577181208,92.6170516281844,113.03030089463,"Control","Control_1"
15.1006711409396,88.3587865393353,115.518229249938,"Control","Control_1"
15.4026845637584,86.7191086642416,110.633504527141,"Control","Control_1"
15.7046979865772,84.6067618572978,115.401416717174,"Control","Control_1"
16.006711409396,80.2923447556696,118.382775363533,"Control","Control_1"
16.3087248322148,74.1044681155647,118.601685953042,"Control","Control_1"
16.6107382550336,69.3826199825571,121.727852082429,"Control","Control_1"
16.9127516778523,75.3035760002101,119.987819347989,"Control","Control_1"
17.2147651006711,78.7054091823476,115.306368651253,"Control","Control_1"
17.5167785234899,75.1405214678926,111.223135043684,"Control","Control_1"
17.8187919463087,69.7925513829682,111.880334750453,"Control","Control_1"
18.1208053691275,64.8394984312564,114.415494792176,"Control","Control_1"
18.4228187919463,59.8520436482283,118.549037988848,"Control","Control_1"
18.7248322147651,65.667030406252,116.399295143231,"Control","Control_1"
19.0268456375839,69.9584442913667,111.460855645544,"Control","Control_1"
19.3288590604027,71.4021962897948,105.853144885008,"Control","Control_1"
19.6308724832215,71.1719501114401,100.050942076541,"Control","Control_1"
19.9328859060403,67.0953356936298,102.974171189104,"Control","Control_1"
20.2348993288591,71.614490351336,99.1751564692635,"Control","Control_1"
20.5369127516779,66.5183739643845,101.242934972932,"Control","Control_1"
20.8389261744966,63.4471462928444,105.884090566315,"Control","Control_1"
21.1409395973154,67.5117384089828,109.176381171405,"Control","Control_1"
21.4429530201342,65.660135568923,103.437433849903,"Control","Control_1"
21.744966442953,66.4912734940619,109.06973074271,"Control","Control_1"
22.0469798657718,63.4900667745641,113.11064281299,"Control","Control_1"
22.3489932885906,63.6493069120746,118.943046339921,"Control","Control_1"
22.6510067114094,66.2356939324288,121.748839009109,"Control","Control_1"
22.9530201342282,60.4554212688917,119.130955180865,"Control","Control_1"
23.255033557047,64.1097429549496,113.801692005711,"Control","Control_1"
23.5570469798658,59.2212372817399,110.390273355002,"Control","Control_1"
23.8590604026846,65.3586873227624,107.970644390627,"Control","Control_1"
24.1610738255034,60.6082229184813,106.287202662223,"Control","Control_1"
24.4630872483221,65.8572164024931,103.217934636023,"Control","Control_1"
24.7651006711409,59.9669015740196,101.59488914242,"Control","Control_1"
25.0671140939597,64.0137264870243,96.9504821209184,"Control","Control_1"
25.3691275167785,67.7080771152291,92.9609884694745,"Control","Control_1"
25.6711409395973,67.0973707807564,87.6944224554092,"Control","Control_1"
25.9731543624161,71.8785605789179,89.4812481392003,"Control","Control_1"
26.2751677852349,68.3101189957483,92.4727878574122,"Control","Control_1"
26.5771812080537,73.2390874102145,95.1461780640483,"Control","Control_1"
26.8791946308725,70.4859424087815,100.550505238354,"Control","Control_1"
27.1812080536913,70.4930637927647,106.312532296564,"Control","Control_1"
27.4832214765101,75.4124772677433,103.306395162268,"Control","Control_1"
27.7852348993289,70.7882089208782,102.117473727428,"Control","Control_1"
28.0872483221477,72.8804740628282,106.260604797883,"Control","Control_1"
28.3892617449664,77.7531383219508,103.498587831426,"Control","Control_1"
28.6912751677852,79.4893115325122,107.571309848615,"Control","Control_1"
28.993288590604,81.3215491327042,102.156112530246,"Control","Control_1"
29.2953020134228,85.5453857734422,103.751141673253,"Control","Control_1"
29.5973154362416,90.0461130353733,106.766862058705,"Control","Control_1"
29.8993288590604,89.3894892028159,101.294803742212,"Control","Control_1"
30.2013422818792,90.7908742942662,106.142764972981,"Control","Control_1"
30.503355704698,86.8451489083972,101.636647626616,"Control","Control_1"
30.8053691275168,90.2899844334596,97.8196652093143,"Control","Control_1"
31.1073825503356,92.3973065680592,102.064695859621,"Control","Control_1"
